date,team,opponent,season,year,month,day_of_week,outcome,team_encoded,opponent_encoded,venue_encoded,formation_encoded,opp formation_encoded,is_home,avg_gf_5,avg_ga_5,avg_xg_5,avg_xga_5,avg_poss_5,avg_sh_5,avg_sot_5,avg_dist_5,avg_fk_5,avg_pk_5,avg_pkatt_5,avg_goal_diff,avg_xgoal_diff,avg_shot_acc,avg_pk_acc,form_5,points_5,attendance,round,comp,time,day_of_week_encoded
2021-12-22,Atletico Madrid,Granada,2021,2021,12,Wednesday,-1,3,12,0,0,17,0,1.4,1.4,1.6,0.6,53.2,14.0,4.8,16.419999999999998,0.2,0.0,0.0,0.0,1.0,0.34285714285714286,0.0,0.4,6.0,13304.0,Matchweek 9,La Liga,19:00,6
2022-01-02,Atletico Madrid,Rayo Vallecano,2021,2022,1,Sunday,1,3,20,1,18,11,1,1.4,1.8,1.7,0.6199999999999999,53.2,14.0,5.0,15.120000000000001,0.2,0.0,0.0,-0.40000000000000013,1.08,0.35714285714285715,0.0,0.2,3.0,43029.0,Matchweek 19,La Liga,16:15,3
2022-01-09,Atletico Madrid,Villarreal,2021,2022,1,Sunday,0,3,27,0,18,17,0,1.0,1.6,1.2800000000000002,0.43999999999999995,50.6,13.6,4.6,15.959999999999999,0.2,0.0,0.0,-0.6000000000000001,0.8400000000000003,0.338235294117647,0.0,0.2,3.0,14127.0,Matchweek 20,La Liga,21:00,3
2022-01-22,Atletico Madrid,Valencia,2021,2022,1,Saturday,1,3,25,1,18,19,1,1.2,1.6,1.12,0.74,47.2,12.2,4.4,18.619999999999997,0.2,0.0,0.0,-0.40000000000000013,0.3800000000000001,0.3606557377049181,0.0,0.2,4.0,44999.0,Matchweek 22,La Liga,21:00,2
2022-02-06,Atletico Madrid,Barcelona,2021,2022,2,Sunday,-1,3,4,0,16,15,0,1.8,1.6,1.4800000000000002,0.8,52.2,13.6,4.4,17.84,0.0,0.0,0.0,0.19999999999999996,0.6800000000000002,0.3235294117647059,0.0,0.4,7.0,74221.0,Matchweek 23,La Liga,16:15,3
2022-02-12,Atletico Madrid,Getafe,2021,2022,2,Saturday,1,3,10,1,18,19,1,2.0,2.0,1.5400000000000003,0.9,51.8,12.6,4.6,16.839999999999996,0.0,0.0,0.0,0.0,0.6400000000000002,0.36507936507936506,0.0,0.4,7.0,49375.0,Matchweek 24,La Liga,21:00,2
2022-02-16,Atletico Madrid,Levante,2021,2022,2,Wednesday,-1,3,16,1,18,19,1,2.6,2.2,1.7400000000000002,1.2,49.8,11.6,5.2,17.259999999999998,0.0,0.0,0.2,0.3999999999999999,0.5400000000000003,0.4482758620689655,0.0,0.6,10.0,43456.0,Matchweek 21,La Liga,19:00,6
2022-02-19,Atletico Madrid,Osasuna,2021,2022,2,Saturday,1,3,18,0,18,9,0,2.2,2.4,1.6600000000000001,1.2999999999999998,50.6,10.6,4.4,16.82,0.2,0.0,0.2,-0.19999999999999973,0.3600000000000003,0.4150943396226416,0.0,0.4,7.0,20040.0,Matchweek 25,La Liga,16:15,2
2022-02-26,Atletico Madrid,Celta Vigo,2021,2022,2,Saturday,1,3,6,1,7,8,1,2.4,2.0,1.7400000000000002,1.0,50.0,10.2,4.2,16.16,0.2,0.0,0.2,0.3999999999999999,0.7400000000000002,0.411764705882353,0.0,0.6,9.0,48009.0,Matchweek 26,La Liga,21:00,2
2022-03-06,Atletico Madrid,Real Betis,2021,2022,3,Sunday,1,3,21,0,20,11,0,2.2,1.6,1.36,1.02,44.4,9.6,4.2,18.2,0.4,0.0,0.2,0.6000000000000001,0.3400000000000001,0.43750000000000006,0.0,0.6,9.0,44383.0,Matchweek 27,La Liga,21:00,3
2022-03-11,Atletico Madrid,Cadiz,2021,2022,3,Friday,1,3,5,1,20,17,1,2.4,1.0,1.6600000000000001,1.02,42.6,9.2,4.6,17.32,0.4,0.0,0.2,1.4,0.6400000000000001,0.5,0.0,0.8,12.0,50573.0,Matchweek 28,La Liga,21:00,0
2022-03-19,Atletico Madrid,Rayo Vallecano,2021,2022,3,Saturday,1,3,20,0,7,11,0,2.0,0.6,1.2200000000000002,0.76,41.6,8.4,4.4,18.3,0.4,0.0,0.0,1.4,0.4600000000000002,0.5238095238095238,0.0,0.8,12.0,10349.0,Matchweek 29,La Liga,21:00,2
2022-04-02,Atletico Madrid,Alaves,2021,2022,4,Saturday,1,3,0,1,18,15,1,2.2,0.4,1.2400000000000002,0.9199999999999999,40.0,8.6,4.8,18.8,0.2,0.0,0.0,1.8000000000000003,0.3200000000000003,0.5581395348837209,0.0,1.0,15.0,51467.0,Matchweek 30,La Liga,21:00,2
2022-04-09,Atletico Madrid,Mallorca,2021,2022,4,Saturday,-1,3,17,0,7,19,0,2.4,0.6,1.6200000000000003,0.9,42.4,10.2,5.4,17.94,0.2,0.2,0.2,1.7999999999999998,0.7200000000000003,0.5294117647058825,1.0,1.0,15.0,15437.0,Matchweek 31,La Liga,16:15,2
2022-04-17,Atletico Madrid,Espanyol,2021,2022,4,Sunday,1,3,9,1,7,4,1,2.0,0.8,1.6,0.96,48.6,9.4,4.4,17.02,0.2,0.2,0.2,1.2,0.6400000000000001,0.46808510638297873,1.0,0.8,12.0,54011.0,Matchweek 32,La Liga,16:15,3
2022-04-20,Atletico Madrid,Granada,2021,2022,4,Wednesday,0,3,12,1,7,11,1,1.8,0.8,1.2800000000000002,0.9,52.0,9.6,3.6,18.92,0.2,0.4,0.4,1.0,0.3800000000000002,0.375,1.0,0.8,12.0,43517.0,Matchweek 33,La Liga,19:00,6
2022-04-30,Atletico Madrid,Athletic Club,2021,2022,4,Saturday,-1,3,2,0,21,17,0,1.4,0.6,1.4400000000000002,0.78,55.8,12.8,2.8,18.339999999999996,0.4,0.4,0.4,0.7999999999999999,0.6600000000000001,0.21874999999999997,1.0,0.6,10.0,43398.0,Matchweek 34,La Liga,21:00,2
2022-05-08,Atletico Madrid,Real Madrid,2021,2022,5,Sunday,1,3,22,1,18,15,1,1.2,1.0,1.3000000000000003,0.76,58.0,12.4,2.8,18.64,0.6,0.4,0.4,0.19999999999999996,0.5400000000000003,0.2258064516129032,1.0,0.4,7.0,63874.0,Matchweek 35,La Liga,21:00,3
2022-05-11,Atletico Madrid,Elche,2021,2022,5,Wednesday,1,3,8,0,7,11,0,0.6,0.8,1.1600000000000001,0.8800000000000001,56.4,12.8,1.6,19.02,0.6,0.4,0.4,-0.20000000000000007,0.28,0.125,1.0,0.4,7.0,21266.0,Matchweek 36,La Liga,21:30,6
2022-05-15,Atletico Madrid,Sevilla,2021,2022,5,Sunday,0,3,24,1,0,15,1,1.0,0.6,1.4400000000000002,0.7000000000000001,51.8,13.2,2.4,19.34,0.4,0.4,0.4,0.4,0.7400000000000001,0.18181818181818182,1.0,0.6,10.0,58138.0,Matchweek 37,La Liga,19:30,3
2022-05-22,Atletico Madrid,Real Sociedad,2021,2022,5,Sunday,1,3,23,0,0,13,0,0.8,0.6,1.44,0.7,49.6,13.8,2.6,18.66,0.4,0.2,0.2,0.20000000000000007,0.74,0.18840579710144928,1.0,0.4,8.0,23586.0,Matchweek 38,La Liga,22:00,3
2022-08-15,Atletico Madrid,Getafe,2022,2022,8,Monday,1,3,10,0,20,19,0,1.2,0.8,1.36,1.16,44.4,10.6,3.4,18.62,0.2,0.2,0.2,0.3999999999999999,0.20000000000000018,0.32075471698113206,1.0,0.6,10.0,12235.0,Matchweek 1,La Liga,19:30,1
2022-08-21,Atletico Madrid,Villarreal,2022,2022,8,Sunday,-1,3,27,1,0,17,1,1.8,0.4,1.4600000000000002,1.04,44.6,11.2,3.8,18.32,0.2,0.2,0.2,1.4,0.42000000000000015,0.3392857142857143,1.0,0.8,13.0,57033.0,Matchweek 2,La Liga,19:30,3
2022-08-29,Atletico Madrid,Valencia,2022,2022,8,Monday,1,3,25,0,20,11,0,1.6,0.8,1.32,1.18,46.4,10.8,4.6,18.34,0.2,0.0,0.0,0.8,0.14000000000000012,0.4259259259259259,0.0,0.6,10.0,43910.0,Matchweek 3,La Liga,22:00,1
2022-09-03,Atletico Madrid,Real Sociedad,2022,2022,9,Saturday,0,3,23,0,0,7,0,1.4,0.8,1.2400000000000002,1.24,43.8,11.2,5.0,17.54,0.2,0.0,0.0,0.5999999999999999,2.220446049250313e-16,0.44642857142857145,0.0,0.6,10.0,35366.0,Matchweek 4,La Liga,18:30,2
2022-09-10,Atletico Madrid,Celta Vigo,2022,2022,9,Saturday,1,3,6,1,20,8,1,1.4,0.8,1.2200000000000002,1.3800000000000001,44.8,11.8,5.8,17.919999999999998,0.4,0.0,0.0,0.5999999999999999,-0.15999999999999992,0.4915254237288135,0.0,0.6,10.0,52247.0,Matchweek 5,La Liga,21:00,2
2022-09-18,Atletico Madrid,Real Madrid,2022,2022,9,Sunday,-1,3,22,1,7,15,1,1.8,0.8,1.2200000000000002,1.22,46.4,12.6,5.6,17.38,0.4,0.0,0.0,1.0,2.220446049250313e-16,0.4444444444444444,0.0,0.6,10.0,66881.0,Matchweek 6,La Liga,21:00,3
2022-10-01,Atletico Madrid,Sevilla,2022,2022,10,Saturday,1,3,24,0,10,11,0,1.4,1.2,1.1800000000000002,1.26,45.6,12.6,5.4,17.619999999999997,0.2,0.0,0.0,0.19999999999999996,-0.07999999999999985,0.4285714285714286,0.0,0.4,7.0,37754.0,Matchweek 7,La Liga,18:30,2
2022-10-08,Atletico Madrid,Girona,2022,2022,10,Saturday,1,3,11,1,21,19,1,1.8,0.8,1.3000000000000003,1.0,43.4,14.0,5.6,17.259999999999998,0.2,0.0,0.0,1.0,0.30000000000000027,0.39999999999999997,0.0,0.6,10.0,54069.0,Matchweek 8,La Liga,16:15,2
2022-10-15,Atletico Madrid,Athletic Club,2022,2022,10,Saturday,1,3,2,0,18,11,0,2.0,1.0,1.3800000000000003,1.06,46.2,14.0,5.6,16.82,0.2,0.0,0.0,1.0,0.3200000000000003,0.39999999999999997,0.0,0.6,10.0,48391.0,Matchweek 9,La Liga,21:00,2
2022-10-18,Atletico Madrid,Rayo Vallecano,2022,2022,10,Tuesday,0,3,20,1,18,11,1,2.0,0.8,1.2200000000000002,1.02,45.0,11.6,4.4,16.6,0.0,0.0,0.0,1.2,0.20000000000000018,0.37931034482758624,0.0,0.8,12.0,46803.0,Matchweek 10,La Liga,21:00,5
2022-10-23,Atletico Madrid,Real Betis,2022,2022,10,Sunday,1,3,21,0,18,11,0,1.4,0.8,1.3000000000000003,1.04,46.2,12.0,4.4,16.46,0.0,0.0,0.0,0.5999999999999999,0.26000000000000023,0.3666666666666667,0.0,0.6,10.0,50179.0,Matchweek 11,La Liga,16:15,3
2022-10-29,Atletico Madrid,Cadiz,2022,2022,10,Saturday,-1,3,5,0,7,17,0,1.6,0.6,1.2600000000000002,1.1400000000000001,44.4,11.4,4.2,17.2,0.0,0.0,0.0,1.0,0.1200000000000001,0.3684210526315789,0.0,0.8,13.0,18183.0,Matchweek 12,La Liga,16:15,2
2022-11-06,Atletico Madrid,Espanyol,2022,2022,11,Sunday,0,3,9,1,18,11,1,1.6,1.2,1.0800000000000003,1.2600000000000002,48.2,10.6,4.6,16.900000000000002,0.0,0.0,0.0,0.40000000000000013,-0.17999999999999994,0.43396226415094336,0.0,0.6,10.0,50007.0,Matchweek 13,La Liga,14:00,3
2022-11-09,Atletico Madrid,Mallorca,2022,2022,11,Wednesday,-1,3,17,0,18,20,0,1.4,1.2,1.0800000000000003,1.2399999999999998,52.6,13.4,4.6,17.92,0.0,0.0,0.0,0.19999999999999996,-0.15999999999999948,0.34328358208955223,0.0,0.4,8.0,14475.0,Matchweek 14,La Liga,21:30,6
2022-12-29,Atletico Madrid,Elche,2022,2022,12,Thursday,1,3,8,1,4,4,1,1.2,1.4,1.2800000000000002,1.2600000000000002,57.2,16.2,5.4,18.74,0.0,0.0,0.0,-0.19999999999999996,0.020000000000000018,0.33333333333333337,0.0,0.2,5.0,48119.0,Matchweek 15,La Liga,21:30,4
2023-01-08,Atletico Madrid,Barcelona,2022,2023,1,Sunday,-1,3,4,1,18,15,1,1.4,1.2,1.4000000000000001,0.9799999999999999,59.2,17.4,5.4,19.86,0.2,0.0,0.0,0.19999999999999996,0.42000000000000026,0.31034482758620696,0.0,0.4,7.0,63493.0,Matchweek 16,La Liga,21:00,3
2023-01-15,Atletico Madrid,Almeria,2022,2023,1,Sunday,0,3,1,0,10,15,0,1.0,1.2,1.58,0.8400000000000001,58.6,19.6,5.4,18.72,0.4,0.0,0.0,-0.19999999999999996,0.74,0.2755102040816326,0.0,0.2,4.0,14128.0,Matchweek 17,La Liga,16:15,3
2023-01-21,Atletico Madrid,Valladolid,2022,2023,1,Saturday,1,3,26,1,10,19,1,0.8,0.8,1.8,0.9,55.8,18.8,5.0,18.4,0.4,0.0,0.0,0.0,0.9,0.26595744680851063,0.0,0.2,5.0,53253.0,Matchweek 18,La Liga,18:30,2
2023-01-29,Atletico Madrid,Osasuna,2022,2023,1,Sunday,1,3,18,0,18,15,0,1.2,0.6,2.08,0.86,51.8,17.0,5.2,17.66,0.4,0.0,0.0,0.6,1.2200000000000002,0.3058823529411765,0.0,0.4,7.0,20902.0,Matchweek 19,La Liga,16:15,3
2023-02-04,Atletico Madrid,Getafe,2022,2023,2,Saturday,0,3,10,1,18,19,1,1.4,0.4,2.14,0.78,48.8,16.2,5.2,16.619999999999997,0.6,0.0,0.0,0.9999999999999999,1.36,0.3209876543209877,0.0,0.6,10.0,56079.0,Matchweek 20,La Liga,18:30,2
2023-02-12,Atletico Madrid,Celta Vigo,2022,2023,2,Sunday,1,3,6,0,16,17,0,1.2,0.6,1.9400000000000002,0.9399999999999998,48.8,15.0,5.2,15.959999999999999,0.4,0.0,0.0,0.6,1.0000000000000004,0.3466666666666667,0.0,0.4,8.0,15842.0,Matchweek 21,La Liga,16:15,3
2023-02-19,Atletico Madrid,Athletic Club,2022,2023,2,Sunday,1,3,2,1,18,11,1,1.4,0.4,1.78,0.9800000000000001,51.0,13.0,5.0,15.66,0.2,0.0,0.0,0.9999999999999999,0.7999999999999999,0.38461538461538464,0.0,0.6,11.0,61617.0,Matchweek 22,La Liga,18:30,3
2023-02-25,Atletico Madrid,Real Madrid,2022,2023,2,Saturday,0,3,22,0,18,15,0,1.4,0.2,1.5400000000000003,0.86,53.4,14.0,4.8,16.72,0.4,0.0,0.0,1.2,0.6800000000000003,0.34285714285714286,0.0,0.8,13.0,64721.0,Matchweek 23,La Liga,18:30,2
2023-03-04,Atletico Madrid,Sevilla,2022,2023,3,Saturday,1,3,24,1,20,15,1,1.0,0.4,0.9400000000000002,1.08,51.6,11.8,3.4,17.76,0.4,0.0,0.0,0.6,-0.1399999999999999,0.28813559322033894,0.0,0.6,11.0,57737.0,Matchweek 24,La Liga,21:00,2
2023-03-13,Atletico Madrid,Girona,2022,2023,3,Monday,1,3,11,0,20,9,0,2.0,0.6,1.2600000000000002,1.2,51.4,12.8,4.0,17.9,0.4,0.0,0.0,1.4,0.060000000000000275,0.3125,0.0,0.6,11.0,12499.0,Matchweek 25,La Liga,21:00,1
2023-03-18,Atletico Madrid,Valencia,2022,2023,3,Saturday,1,3,25,1,20,18,1,2.0,0.4,1.5,1.0400000000000003,49.0,13.2,4.0,17.4,0.4,0.0,0.0,1.6,0.45999999999999974,0.30303030303030304,0.0,0.8,13.0,58317.0,Matchweek 26,La Liga,21:00,2
2023-04-02,Atletico Madrid,Real Betis,2022,2023,4,Sunday,1,3,21,1,20,17,1,2.4,0.4,1.7,1.06,49.6,14.0,4.8,17.080000000000002,0.6,0.0,0.0,2.0,0.6399999999999999,0.34285714285714286,0.0,0.8,13.0,61623.0,Matchweek 27,La Liga,21:00,3
2023-04-09,Atletico Madrid,Rayo Vallecano,2022,2023,4,Sunday,1,3,20,0,20,11,0,2.4,0.4,1.78,1.02,49.0,13.2,5.2,16.5,0.4,0.0,0.0,2.0,0.76,0.393939393939394,0.0,0.8,13.0,13512.0,Matchweek 28,La Liga,21:00,3
2023-04-16,Atletico Madrid,Almeria,2022,2023,4,Sunday,1,3,1,1,20,4,1,2.6,0.4,2.1,0.8400000000000001,51.2,14.6,5.8,15.5,0.4,0.0,0.0,2.2,1.26,0.3972602739726027,0.0,1.0,15.0,59204.0,Matchweek 29,La Liga,18:30,3
2023-04-23,Atletico Madrid,Barcelona,2022,2023,4,Sunday,-1,3,4,0,20,11,0,1.8,0.4,1.9200000000000004,0.58,54.6,14.8,5.6,16.22,0.4,0.0,0.0,1.4,1.3400000000000003,0.37837837837837834,0.0,1.0,15.0,80965.0,Matchweek 30,La Liga,16:15,3
2023-04-26,Atletico Madrid,Mallorca,2022,2023,4,Wednesday,1,3,17,1,20,19,1,1.6,0.6,1.8,0.86,52.2,14.6,5.4,16.080000000000002,0.4,0.0,0.0,1.0,0.9400000000000001,0.36986301369863017,0.0,0.8,12.0,58523.0,Matchweek 31,La Liga,19:30,6
2023-04-30,Atletico Madrid,Valladolid,2022,2023,4,Sunday,1,3,26,0,20,3,0,1.6,0.8,1.9600000000000002,0.8400000000000001,54.6,16.6,6.0,16.840000000000003,0.2,0.0,0.0,0.8,1.12,0.36144578313253006,0.0,0.8,12.0,23321.0,Matchweek 32,La Liga,21:00,3
2023-05-03,Atletico Madrid,Cadiz,2022,2023,5,Wednesday,1,3,5,1,20,9,1,2.4,1.2,2.04,1.08,52.4,15.8,5.6,16.2,0.2,0.0,0.0,1.2,0.96,0.3544303797468354,0.0,0.8,12.0,42023.0,Matchweek 33,La Liga,22:00,6
2023-05-14,Atletico Madrid,Elche,2022,2023,5,Sunday,-1,3,8,0,7,3,0,3.0,1.2,2.2600000000000002,0.9399999999999998,54.8,16.4,6.2,16.2,0.2,0.2,0.2,1.8,1.3200000000000003,0.37804878048780494,1.0,0.8,12.0,22174.0,Matchweek 34,La Liga,16:15,3
2023-05-21,Atletico Madrid,Osasuna,2022,2023,5,Sunday,1,3,18,1,20,15,1,2.6,1.2,2.1,1.1800000000000002,52.2,15.2,5.6,15.38,0.0,0.2,0.2,1.4000000000000001,0.9199999999999999,0.3684210526315789,1.0,0.6,9.0,57012.0,Matchweek 35,La Liga,16:15,3
2023-05-24,Atletico Madrid,Espanyol,2022,2023,5,Wednesday,0,3,9,0,20,19,0,3.2,1.0,2.22,0.9799999999999999,55.4,15.6,6.0,15.7,0.0,0.2,0.2,2.2,1.2400000000000002,0.38461538461538464,1.0,0.8,12.0,25822.0,Matchweek 36,La Liga,22:00,6
2023-05-28,Atletico Madrid,Real Sociedad,2022,2023,5,Sunday,1,3,23,1,21,9,1,3.2,1.4,2.14,1.4,52.6,14.0,5.6,15.440000000000001,0.0,0.2,0.2,1.8000000000000003,0.7400000000000002,0.39999999999999997,1.0,0.6,10.0,56169.0,Matchweek 37,La Liga,19:00,3
2023-06-04,Atletico Madrid,Villarreal,2022,2023,6,Sunday,0,3,27,0,20,11,0,2.6,1.2,1.8800000000000001,1.2799999999999998,54.0,14.4,5.6,16.18,0.0,0.2,0.2,1.4000000000000001,0.6000000000000003,0.38888888888888884,1.0,0.6,10.0,18226.0,Matchweek 38,La Liga,18:30,3
2023-08-14,Atletico Madrid,Granada,2023,2023,8,Monday,1,3,12,1,7,19,1,2.0,1.4,1.6400000000000001,1.6,48.6,12.8,4.8,15.639999999999997,0.0,0.0,0.0,0.6000000000000001,0.040000000000000036,0.37499999999999994,0.0,0.4,8.0,56164.0,Matchweek 1,La Liga,21:30,1
2023-08-20,Atletico Madrid,Real Betis,2023,2023,8,Sunday,0,3,21,0,20,11,0,2.6,1.4,1.8200000000000003,1.4999999999999998,47.6,13.0,5.2,15.280000000000001,0.0,0.0,0.0,1.2000000000000002,0.3200000000000005,0.4,0.0,0.6,11.0,51782.0,Matchweek 2,La Liga,21:30,3
2023-08-28,Atletico Madrid,Rayo Vallecano,2023,2023,8,Monday,1,3,20,0,20,11,0,2.0,1.4,1.54,1.48,46.2,11.0,4.4,14.819999999999999,0.0,0.0,0.0,0.6000000000000001,0.06000000000000005,0.4,0.0,0.4,9.0,13966.0,Matchweek 3,La Liga,21:30,1
2023-09-16,Atletico Madrid,Valencia,2023,2023,9,Saturday,-1,3,25,0,20,11,0,2.8,0.8,1.7600000000000002,1.0,44.2,11.2,5.0,14.660000000000002,0.0,0.0,0.0,1.9999999999999998,0.7600000000000002,0.44642857142857145,0.0,0.6,11.0,45363.0,Matchweek 5,La Liga,16:15,2
2023-09-24,Atletico Madrid,Real Madrid,2023,2023,9,Sunday,1,3,22,1,20,7,1,2.4,1.2,1.7400000000000002,1.02,46.8,11.2,4.6,14.74,0.2,0.0,0.0,1.2,0.7200000000000002,0.4107142857142857,0.0,0.4,8.0,69082.0,Matchweek 6,La Liga,21:00,3
2023-09-28,Atletico Madrid,Osasuna,2023,2023,9,Thursday,1,3,18,0,20,15,0,2.6,1.0,1.6600000000000001,0.9,47.4,11.4,4.8,15.3,0.2,0.0,0.0,1.6,0.7600000000000001,0.42105263157894735,0.0,0.6,10.0,20192.0,Matchweek 7,La Liga,21:30,4
2023-10-01,Atletico Madrid,Cadiz,2023,2023,10,Sunday,1,3,5,1,7,19,1,2.4,0.8,1.48,0.9199999999999999,47.2,9.6,4.2,15.0,0.2,0.0,0.0,1.5999999999999999,0.56,0.43750000000000006,0.0,0.6,10.0,53421.0,Matchweek 8,La Liga,21:00,3
2023-10-08,Atletico Madrid,Real Sociedad,2023,2023,10,Sunday,1,3,23,1,7,15,1,3.0,1.2,1.9200000000000004,0.9399999999999998,51.6,12.2,5.8,15.36,0.4,0.0,0.0,1.8,0.9800000000000005,0.4754098360655738,0.0,0.8,12.0,65607.0,Matchweek 9,La Liga,16:15,3
2023-10-21,Atletico Madrid,Celta Vigo,2023,2023,10,Saturday,1,3,6,0,7,15,0,2.0,1.4,1.6800000000000002,1.06,50.4,11.4,4.6,15.16,0.4,0.2,0.2,0.6000000000000001,0.6200000000000001,0.40350877192982454,1.0,0.8,12.0,20282.0,Matchweek 10,La Liga,21:00,2
2023-10-29,Atletico Madrid,Alaves,2023,2023,10,Sunday,1,3,0,1,7,11,1,2.6,0.8,1.9200000000000004,0.9799999999999999,50.6,11.4,5.2,15.080000000000002,0.2,0.4,0.4,1.8,0.9400000000000005,0.45614035087719296,1.0,1.0,15.0,50009.0,Matchweek 11,La Liga,21:00,3
2023-11-03,Atletico Madrid,Las Palmas,2023,2023,11,Friday,-1,3,14,0,20,18,0,2.4,0.8,1.9,0.8799999999999999,55.8,11.6,5.8,14.52,0.2,0.4,0.4,1.5999999999999999,1.02,0.5,1.0,1.0,15.0,30080.0,Matchweek 12,La Liga,20:00,0
2023-11-12,Atletico Madrid,Villarreal,2023,2023,11,Sunday,1,3,27,1,7,17,1,2.2,1.2,1.8400000000000003,0.7599999999999999,56.4,13.2,6.2,15.180000000000001,0.2,0.4,0.4,1.0000000000000002,1.0800000000000005,0.4696969696969697,1.0,0.8,12.0,56632.0,Matchweek 13,La Liga,21:00,3
2023-11-25,Atletico Madrid,Mallorca,2023,2023,11,Saturday,1,3,17,1,4,20,1,2.2,1.0,2.0800000000000005,0.76,52.6,14.6,6.4,15.0,0.0,0.4,0.4,1.2000000000000002,1.3200000000000005,0.4383561643835617,1.0,0.8,12.0,58119.0,Matchweek 14,La Liga,21:00,2
2023-12-03,Atletico Madrid,Barcelona,2023,2023,12,Sunday,-1,3,4,0,20,15,0,2.0,0.8,1.98,0.7399999999999999,58.6,16.0,6.2,15.52,0.0,0.2,0.2,1.2,1.2400000000000002,0.3875,1.0,0.8,12.0,34568.0,Matchweek 15,La Liga,21:00,3
2023-12-10,Atletico Madrid,Almeria,2023,2023,12,Sunday,1,3,1,1,4,3,1,1.4,1.0,1.7400000000000002,1.08,54.2,15.4,5.6,15.280000000000001,0.4,0.0,0.0,0.3999999999999999,0.6600000000000001,0.3636363636363636,0.0,0.6,9.0,55473.0,Matchweek 16,La Liga,14:00,3
2023-12-16,Atletico Madrid,Athletic Club,2023,2023,12,Saturday,-1,3,2,0,7,11,0,1.4,1.0,1.9200000000000004,1.24,53.0,15.8,5.0,16.42,0.6,0.0,0.0,0.3999999999999999,0.6800000000000004,0.3164556962025316,0.0,0.6,9.0,48781.0,Matchweek 17,La Liga,16:15,2
2023-12-19,Atletico Madrid,Getafe,2023,2023,12,Tuesday,0,3,10,1,7,17,1,1.2,1.0,1.7600000000000002,1.64,55.8,14.6,4.6,16.9,0.6,0.0,0.0,0.19999999999999996,0.12000000000000033,0.3150684931506849,0.0,0.6,9.0,46401.0,Matchweek 18,La Liga,21:30,5
2023-12-23,Atletico Madrid,Sevilla,2023,2023,12,Saturday,1,3,24,1,21,6,1,1.2,1.4,1.3800000000000001,1.8799999999999997,54.2,11.0,3.2,17.080000000000002,0.6,0.2,0.2,-0.19999999999999996,-0.49999999999999956,0.29090909090909095,1.0,0.4,7.0,64308.0,Matchweek 4,La Liga,16:15,2
2024-01-03,Atletico Madrid,Girona,2023,2024,1,Wednesday,-1,3,11,0,0,16,0,1.2,1.4,1.2200000000000002,1.72,50.6,9.4,3.4,16.94,0.6,0.2,0.2,-0.19999999999999996,-0.4999999999999998,0.36170212765957444,1.0,0.4,7.0,13804.0,Matchweek 19,La Liga,21:30,6
2024-01-22,Atletico Madrid,Granada,2023,2024,1,Monday,1,3,12,0,7,15,0,1.8,2.0,1.56,1.6599999999999997,51.8,11.4,5.2,16.1,0.2,0.2,0.2,-0.19999999999999996,-0.09999999999999964,0.45614035087719296,1.0,0.4,7.0,18704.0,Matchweek 21,La Liga,21:00,1
2024-01-28,Atletico Madrid,Valencia,2023,2024,1,Sunday,1,3,25,1,7,11,1,1.6,1.8,1.36,1.5199999999999998,49.8,10.8,5.4,15.66,0.0,0.2,0.2,-0.19999999999999996,-0.1599999999999997,0.5,1.0,0.4,7.0,59493.0,Matchweek 22,La Liga,21:00,3
2024-01-31,Atletico Madrid,Rayo Vallecano,2023,2024,1,Wednesday,1,3,20,1,7,4,1,2.0,1.4,1.7600000000000002,1.1399999999999997,48.2,11.8,6.4,14.680000000000001,0.2,0.2,0.2,0.6000000000000001,0.6200000000000006,0.5423728813559322,1.0,0.6,10.0,47003.0,Matchweek 20,La Liga,21:00,6
2024-02-04,Atletico Madrid,Real Madrid,2023,2024,2,Sunday,0,3,22,0,7,13,0,1.8,1.0,1.56,0.8199999999999997,50.6,12.0,6.4,14.26,0.2,0.0,0.0,0.8,0.7400000000000003,0.5333333333333333,0.0,0.8,12.0,76732.0,Matchweek 23,La Liga,21:00,3
2024-02-11,Atletico Madrid,Sevilla,2023,2024,2,Sunday,-1,3,24,0,7,17,0,1.8,1.2,1.6,1.14,49.8,11.6,6.6,13.219999999999999,0.2,0.0,0.0,0.6000000000000001,0.4600000000000002,0.5689655172413793,0.0,0.6,10.0,31528.0,Matchweek 24,La Liga,18:30,3
2024-02-17,Atletico Madrid,Las Palmas,2023,2024,2,Saturday,1,3,14,1,20,18,1,1.2,0.6,1.4400000000000002,0.8799999999999997,52.4,11.2,5.0,14.539999999999997,0.2,0.0,0.0,0.6,0.5600000000000005,0.44642857142857145,0.0,0.6,10.0,61196.0,Matchweek 25,La Liga,14:00,2
2024-02-24,Atletico Madrid,Almeria,2023,2024,2,Saturday,0,3,1,0,7,11,0,2.0,0.6,1.9,0.8999999999999998,50.2,11.6,5.2,15.24,0.4,0.2,0.2,1.4,1.0,0.4482758620689655,1.0,0.6,10.0,14472.0,Matchweek 26,La Liga,21:00,2
2024-03-03,Atletico Madrid,Real Betis,2023,2024,3,Sunday,1,3,21,1,7,11,1,2.0,1.0,1.7200000000000002,0.8999999999999998,51.4,12.8,5.4,16.24,0.6,0.2,0.2,1.0,0.8200000000000004,0.421875,1.0,0.4,8.0,61901.0,Matchweek 27,La Liga,16:15,3
