date,team,opponent,season,year,month,day_of_week,outcome,team_encoded,opponent_encoded,venue_encoded,formation_encoded,opp formation_encoded,is_home,avg_gf_5,avg_ga_5,avg_xg_5,avg_xga_5,avg_poss_5,avg_sh_5,avg_sot_5,avg_dist_5,avg_fk_5,avg_pk_5,avg_pkatt_5,avg_goal_diff,avg_xgoal_diff,avg_shot_acc,avg_pk_acc,form_5,points_5,attendance,round,comp,time,day_of_week_encoded
2021-12-03,Alaves,Granada,2021,2021,12,Friday,-1,0,12,0,16,17,0,1.4,1.2,1.22,1.08,38.6,9.6,3.2,16.18,0.2,0.4,0.4,0.19999999999999996,0.1399999999999999,0.33333333333333337,1.0,0.4,8.0,13511.0,Matchweek 16,La Liga,21:00,0
2021-12-11,Alaves,Getafe,2021,2021,12,Saturday,0,0,10,1,10,19,1,1.4,1.6,1.3,1.2200000000000002,42.0,9.2,2.6,15.819999999999999,0.4,0.4,0.4,-0.20000000000000018,0.07999999999999985,0.28260869565217395,1.0,0.2,5.0,10065.0,Matchweek 17,La Liga,16:15,2
2021-12-18,Alaves,Rayo Vallecano,2021,2021,12,Saturday,-1,0,20,0,10,11,0,1.4,1.6,1.26,1.16,50.6,10.4,2.4,17.78,0.4,0.4,0.4,-0.20000000000000018,0.10000000000000009,0.23076923076923075,1.0,0.2,5.0,7911.0,Matchweek 18,La Liga,14:00,2
2021-12-21,Alaves,Villarreal,2021,2021,12,Tuesday,-1,0,27,0,18,17,0,1.0,1.8,1.0,1.3599999999999999,46.4,9.8,2.8,18.22,0.4,0.2,0.2,-0.8,-0.3599999999999999,0.2857142857142857,1.0,0.0,2.0,12530.0,Matchweek 4,La Liga,19:00,5
2022-01-02,Alaves,Real Sociedad,2021,2022,1,Sunday,0,0,23,1,18,11,1,1.0,2.4,0.9400000000000001,1.6600000000000001,47.6,9.2,2.8,18.560000000000002,0.2,0.0,0.0,-1.4,-0.7200000000000001,0.30434782608695654,0.0,0.0,1.0,13498.0,Matchweek 19,La Liga,18:30,3
2022-01-09,Alaves,Athletic Club,2021,2022,1,Sunday,0,0,2,1,18,17,1,1.0,2.2,1.1,1.6,46.6,10.2,2.6,19.68,0.6,0.2,0.2,-1.2000000000000002,-0.5,0.25490196078431376,1.0,0.0,2.0,14103.0,Matchweek 20,La Liga,18:30,3
2022-01-18,Alaves,Real Betis,2021,2022,1,Tuesday,-1,0,21,0,18,11,0,0.8,1.8,0.78,1.56,44.0,9.8,2.4,21.04,0.6,0.2,0.2,-1.0,-0.78,0.24489795918367344,1.0,0.0,3.0,38753.0,Matchweek 21,La Liga,20:00,5
2022-01-23,Alaves,Barcelona,2021,2022,1,Sunday,-1,0,4,1,12,15,1,0.6,2.4,0.7,1.8399999999999999,39.2,9.8,2.6,21.9,0.8,0.2,0.2,-1.7999999999999998,-1.14,0.2653061224489796,1.0,0.0,2.0,14056.0,Matchweek 22,La Liga,21:00,3
2022-02-05,Alaves,Elche,2021,2022,2,Saturday,-1,0,8,0,18,17,0,0.6,2.2,0.78,1.78,36.4,9.8,2.2,20.62,0.8,0.2,0.2,-1.6,-1.0,0.22448979591836735,1.0,0.0,2.0,12923.0,Matchweek 23,La Liga,14:00,2
2022-02-13,Alaves,Valencia,2021,2022,2,Sunday,1,0,25,1,10,17,1,0.4,1.8,0.7999999999999999,1.3,37.0,10.2,2.2,20.139999999999997,0.8,0.2,0.2,-1.4,-0.5000000000000001,0.21568627450980396,1.0,0.0,2.0,12845.0,Matchweek 24,La Liga,14:00,3
2022-02-19,Alaves,Real Madrid,2021,2022,2,Saturday,-1,0,22,0,10,15,0,0.6,1.8,0.82,1.3599999999999999,37.8,8.2,2.2,18.9,0.4,0.2,0.2,-1.2000000000000002,-0.5399999999999999,0.26829268292682934,1.0,0.2,4.0,42180.0,Matchweek 25,La Liga,21:00,2
2022-02-26,Alaves,Getafe,2021,2022,2,Saturday,0,0,10,0,10,6,0,0.6,2.4,0.8400000000000001,1.78,35.6,7.2,2.4,18.22,0.2,0.2,0.2,-1.7999999999999998,-0.94,0.3333333333333333,1.0,0.2,3.0,7720.0,Matchweek 26,La Liga,16:15,2
2022-03-04,Alaves,Sevilla,2021,2022,3,Friday,0,0,24,1,17,15,1,1.0,2.0,0.9800000000000001,1.52,37.6,6.8,2.6,17.08,0.0,0.2,0.2,-1.0,-0.5399999999999999,0.3823529411764706,1.0,0.2,4.0,13121.0,Matchweek 27,La Liga,21:00,0
2022-03-13,Alaves,Real Sociedad,2021,2022,3,Sunday,-1,0,23,0,12,9,0,1.0,1.8,1.1400000000000001,1.46,39.6,8.4,2.6,17.06,0.0,0.2,0.2,-0.8,-0.31999999999999984,0.30952380952380953,1.0,0.2,5.0,31573.0,Matchweek 28,La Liga,18:30,3
2022-03-19,Alaves,Granada,2021,2022,3,Saturday,-1,0,12,1,18,19,1,0.8,1.4,1.12,1.7200000000000002,39.6,9.8,3.0,17.099999999999998,0.0,0.2,0.2,-0.5999999999999999,-0.6000000000000001,0.3061224489795918,1.0,0.2,5.0,16209.0,Matchweek 29,La Liga,14:00,2
2022-04-02,Alaves,Atletico Madrid,2021,2022,4,Saturday,-1,0,3,0,16,17,0,0.8,1.8,1.1,1.9,41.4,10.2,3.2,17.919999999999998,0.0,0.0,0.2,-1.0,-0.7999999999999998,0.3137254901960785,0.0,0.0,2.0,51467.0,Matchweek 30,La Liga,21:00,2
2022-04-10,Alaves,Osasuna,2021,2022,4,Sunday,-1,0,18,0,12,15,0,1.0,2.0,1.08,1.92,45.2,10.2,3.0,17.3,0.0,0.0,0.2,-1.0,-0.8399999999999999,0.29411764705882354,0.0,0.0,2.0,19220.0,Matchweek 31,La Liga,14:00,3
2022-04-16,Alaves,Rayo Vallecano,2021,2022,4,Saturday,1,0,20,1,18,11,1,0.6,1.8,0.9800000000000001,2.12,42.2,10.4,2.8,17.46,0.0,0.0,0.2,-1.2000000000000002,-1.1400000000000001,0.2692307692307692,0.0,0.0,1.0,10165.0,Matchweek 32,La Liga,16:15,2
2022-04-19,Alaves,Mallorca,2021,2022,4,Tuesday,-1,0,17,0,12,16,0,0.8,1.8,0.8,2.0800000000000005,42.8,9.8,3.4,19.54,0.2,0.0,0.2,-1.0,-1.2800000000000005,0.346938775510204,0.0,0.2,3.0,15264.0,Matchweek 33,La Liga,19:00,5
2022-04-30,Alaves,Villarreal,2021,2022,4,Saturday,1,0,27,1,12,11,1,1.0,2.0,0.76,1.8,46.4,9.6,3.4,20.220000000000002,0.2,0.0,0.2,-1.0,-1.04,0.3541666666666667,0.0,0.2,3.0,12579.0,Matchweek 34,La Liga,14:00,2
2022-05-07,Alaves,Celta Vigo,2021,2022,5,Saturday,-1,0,6,0,12,8,0,1.0,1.6,0.9,1.6400000000000001,43.0,9.8,3.2,19.28,0.2,0.0,0.0,-0.6000000000000001,-0.7400000000000001,0.32653061224489793,0.0,0.4,6.0,10567.0,Matchweek 35,La Liga,18:30,2
2022-05-11,Alaves,Espanyol,2021,2022,5,Wednesday,1,0,9,1,12,15,1,0.8,1.6,0.9,1.4200000000000002,39.8,9.0,3.2,20.02,0.2,0.0,0.0,-0.8,-0.5200000000000001,0.35555555555555557,0.0,0.4,6.0,12729.0,Matchweek 36,La Liga,19:00,6
2022-05-15,Alaves,Levante,2021,2022,5,Sunday,-1,0,16,0,12,17,0,1.2,1.6,1.3199999999999998,1.1800000000000002,42.0,12.8,4.6,19.619999999999997,0.6,0.0,0.0,-0.40000000000000013,0.13999999999999968,0.35937499999999994,0.0,0.6,9.0,12438.0,Matchweek 37,La Liga,19:30,3
2022-05-22,Alaves,Cadiz,2021,2022,5,Sunday,-1,0,5,1,12,17,1,1.2,2.2,1.3199999999999998,1.3599999999999999,41.8,11.8,4.0,18.44,0.6,0.0,0.0,-1.0000000000000002,-0.040000000000000036,0.3389830508474576,0.0,0.4,6.0,11138.0,Matchweek 38,La Liga,20:00,3
2023-08-14,Alaves,Cadiz,2023,2023,8,Monday,-1,0,5,0,21,17,0,1.0,2.0,1.28,1.56,40.0,11.2,3.6,18.58,1.0,0.0,0.0,-1.0,-0.28,0.32142857142857145,0.0,0.4,6.0,19306.0,Matchweek 1,La Liga,19:30,1
2023-08-21,Alaves,Sevilla,2023,2023,8,Monday,1,0,24,1,18,11,1,0.6,2.0,0.86,1.44,44.4,11.0,3.2,20.04,1.0,0.0,0.0,-1.4,-0.58,0.29090909090909095,0.0,0.2,3.0,15308.0,Matchweek 2,La Liga,19:00,1
2023-08-28,Alaves,Getafe,2023,2023,8,Monday,-1,0,10,0,16,17,0,1.4,1.8,1.1199999999999999,1.18,44.4,13.2,4.4,19.36,1.2,0.0,0.0,-0.40000000000000013,-0.06000000000000005,0.33333333333333337,0.0,0.4,6.0,11023.0,Matchweek 3,La Liga,19:30,1
2023-09-02,Alaves,Valencia,2023,2023,9,Saturday,1,0,25,1,12,17,1,1.0,1.8,0.74,1.44,45.8,11.0,2.8,19.54,0.8,0.0,0.0,-0.8,-0.7,0.2545454545454545,0.0,0.2,3.0,16641.0,Matchweek 4,La Liga,18:30,2
2023-09-15,Alaves,Rayo Vallecano,2023,2023,9,Friday,-1,0,20,0,12,11,0,1.0,1.2,0.9,1.2200000000000002,46.4,11.0,2.4,18.68,0.6,0.0,0.2,-0.19999999999999996,-0.3200000000000002,0.21818181818181817,0.0,0.4,6.0,12116.0,Matchweek 5,La Liga,21:00,0
2023-09-22,Alaves,Athletic Club,2023,2023,9,Friday,-1,0,2,1,12,11,1,1.0,1.4,0.96,1.3800000000000001,46.2,11.0,2.2,17.82,0.4,0.0,0.2,-0.3999999999999999,-0.42000000000000015,0.2,0.0,0.4,6.0,19421.0,Matchweek 6,La Liga,21:00,0
2023-09-28,Alaves,Celta Vigo,2023,2023,9,Thursday,0,0,6,0,12,19,0,1.0,1.6,1.1199999999999999,1.58,44.0,12.0,2.8,16.48,0.4,0.0,0.2,-0.6000000000000001,-0.4600000000000002,0.2333333333333333,0.0,0.4,6.0,16852.0,Matchweek 7,La Liga,19:00,4
2023-10-01,Alaves,Osasuna,2023,2023,10,Sunday,-1,0,18,1,12,15,1,0.4,1.2,1.28,1.58,48.0,13.4,3.2,16.240000000000002,0.4,0.0,0.2,-0.7999999999999999,-0.30000000000000004,0.23880597014925373,0.0,0.2,4.0,19035.0,Matchweek 8,La Liga,16:15,3
2023-10-08,Alaves,Real Betis,2023,2023,10,Sunday,0,0,21,1,12,11,1,0.4,1.4,1.44,1.3599999999999999,46.6,13.6,3.6,16.2,0.6,0.0,0.2,-0.9999999999999999,0.08000000000000007,0.2647058823529412,0.0,0.2,4.0,18288.0,Matchweek 9,La Liga,18:30,3
2023-10-22,Alaves,Villarreal,2023,2023,10,Sunday,0,0,27,0,12,0,0,0.4,1.6,1.44,1.38,46.6,15.4,4.6,16.360000000000003,1.0,0.0,0.0,-1.2000000000000002,0.06000000000000005,0.2987012987012987,0.0,0.0,2.0,17498.0,Matchweek 10,La Liga,18:30,3
2023-10-29,Alaves,Atletico Madrid,2023,2023,10,Sunday,-1,0,3,0,12,6,0,0.6,1.4,1.64,1.16,43.2,16.8,5.8,17.36,1.0,0.0,0.0,-0.7999999999999999,0.48,0.34523809523809523,0.0,0.0,3.0,50009.0,Matchweek 11,La Liga,21:00,3
2023-11-05,Alaves,Almeria,2023,2023,11,Sunday,1,0,1,1,12,11,1,0.8,1.4,1.52,1.0799999999999998,41.8,15.4,5.0,17.759999999999998,1.0,0.0,0.0,-0.5999999999999999,0.44000000000000017,0.3246753246753247,0.0,0.0,3.0,16380.0,Matchweek 12,La Liga,14:00,3
2023-11-12,Alaves,Barcelona,2023,2023,11,Sunday,-1,0,4,0,21,11,0,0.8,1.2,1.48,1.06,42.2,15.6,3.8,18.06,0.8,0.0,0.2,-0.3999999999999999,0.41999999999999993,0.24358974358974358,0.0,0.2,5.0,38183.0,Matchweek 13,La Liga,16:15,3
2023-11-24,Alaves,Granada,2023,2023,11,Friday,1,0,12,1,12,15,1,1.0,1.2,1.52,1.16,38.8,13.8,3.4,17.119999999999997,0.6,0.0,0.2,-0.19999999999999996,0.3600000000000001,0.24637681159420288,0.0,0.2,5.0,15705.0,Matchweek 14,La Liga,21:00,0
2023-12-03,Alaves,Mallorca,2023,2023,12,Sunday,0,0,17,0,12,11,0,1.4,1.2,1.42,1.2,39.4,12.4,3.4,17.5,0.2,0.0,0.2,0.19999999999999996,0.21999999999999997,0.27419354838709675,0.0,0.4,7.0,15090.0,Matchweek 15,La Liga,14:00,3
2023-12-09,Alaves,Las Palmas,2023,2023,12,Saturday,-1,0,14,1,17,18,1,1.2,1.0,1.1400000000000001,1.06,40.4,10.6,2.8,18.0,0.2,0.0,0.2,0.19999999999999996,0.08000000000000007,0.2641509433962264,0.0,0.4,7.0,15971.0,Matchweek 16,La Liga,14:00,2
2023-12-18,Alaves,Girona,2023,2023,12,Monday,-1,0,11,0,4,4,0,1.0,0.8,1.42,0.8800000000000001,41.2,12.8,3.2,17.9,0.4,0.0,0.2,0.19999999999999996,0.5399999999999998,0.25,0.0,0.4,7.0,11812.0,Matchweek 17,La Liga,21:00,1
2023-12-21,Alaves,Real Madrid,2023,2023,12,Thursday,-1,0,22,1,12,13,1,0.8,1.4,1.0799999999999998,1.12,36.8,10.8,3.0,18.92,0.4,0.0,0.0,-0.5999999999999999,-0.04000000000000026,0.27777777777777773,0.0,0.2,4.0,19275.0,Matchweek 18,La Liga,21:30,4
2024-01-02,Alaves,Real Sociedad,2023,2024,1,Tuesday,0,0,23,0,12,15,0,0.6,1.2,0.86,0.9199999999999999,39.0,10.8,3.2,19.18,0.4,0.0,0.0,-0.6,-0.05999999999999994,0.2962962962962963,0.0,0.2,4.0,34051.0,Matchweek 19,La Liga,19:15,5
2024-01-12,Alaves,Sevilla,2023,2024,1,Friday,1,0,24,0,12,17,0,0.2,1.2,0.9,0.9400000000000001,39.8,10.4,2.4,20.18,0.6,0.2,0.2,-1.0,-0.040000000000000036,0.23076923076923075,1.0,0.0,2.0,34225.0,Matchweek 20,La Liga,21:00,0
2024-01-19,Alaves,Cadiz,2023,2024,1,Friday,1,0,5,1,12,17,1,0.8,1.6,1.24,1.22,38.8,12.2,3.2,18.42,0.4,0.2,0.2,-0.8,0.020000000000000018,0.26229508196721313,1.0,0.2,4.0,15838.0,Matchweek 21,La Liga,21:00,0
2024-01-26,Alaves,Almeria,2023,2024,1,Friday,1,0,1,0,12,11,0,1.0,1.4,1.26,1.2,40.4,10.8,3.0,18.66,0.4,0.4,0.4,-0.3999999999999999,0.06000000000000005,0.27777777777777773,1.0,0.4,7.0,13817.0,Matchweek 22,La Liga,21:00,0
2024-02-03,Alaves,Barcelona,2023,2024,2,Saturday,-1,0,4,1,12,15,1,1.6,0.8,1.48,1.1400000000000001,40.8,10.4,3.0,17.919999999999998,0.4,0.6,0.6,0.8,0.33999999999999986,0.28846153846153844,1.0,0.6,10.0,19480.0,Matchweek 23,La Liga,18:30,2
2024-02-10,Alaves,Villarreal,2023,2024,2,Saturday,0,0,27,1,12,17,1,1.8,1.2,1.56,1.26,40.0,11.4,3.0,17.880000000000003,0.4,0.6,0.6,0.6000000000000001,0.30000000000000004,0.2631578947368421,1.0,0.6,10.0,14523.0,Matchweek 24,La Liga,14:00,2
2024-02-18,Alaves,Real Betis,2023,2024,2,Sunday,0,0,21,0,12,11,0,1.8,1.2,1.72,1.26,40.8,13.6,3.6,16.240000000000002,0.2,0.4,0.4,0.6000000000000001,0.45999999999999996,0.2647058823529412,1.0,0.6,10.0,43514.0,Matchweek 25,La Liga,21:00,3
2024-02-24,Alaves,Mallorca,2023,2024,2,Saturday,0,0,17,1,12,20,1,1.2,0.8,1.42,0.9799999999999999,42.0,13.0,2.8,17.86,0.6,0.4,0.4,0.3999999999999999,0.44000000000000006,0.21538461538461537,1.0,0.4,8.0,16102.0,Matchweek 26,La Liga,18:30,2
2024-03-04,Alaves,Osasuna,2023,2024,3,Monday,-1,0,18,0,16,11,0,1.2,1.0,1.1199999999999999,1.3599999999999999,42.6,12.4,2.6,17.660000000000004,0.6,0.2,0.2,0.19999999999999996,-0.24,0.20967741935483872,1.0,0.2,6.0,17215.0,Matchweek 27,La Liga,21:00,1
2024-03-10,Alaves,Rayo Vallecano,2023,2024,3,Sunday,1,0,20,1,12,11,1,0.6,1.2,0.9600000000000002,1.28,44.4,12.4,3.0,17.0,0.6,0.0,0.0,-0.6,-0.31999999999999984,0.24193548387096772,0.0,0.0,3.0,16519.0,Matchweek 28,La Liga,14:00,3
2024-03-16,Alaves,Athletic Club,2023,2024,3,Saturday,-1,0,2,0,12,11,0,0.6,0.6,0.8800000000000001,1.16,44.0,12.2,3.4,18.16,0.6,0.0,0.0,0.0,-0.2799999999999998,0.27868852459016397,0.0,0.2,6.0,48257.0,Matchweek 29,La Liga,21:00,2
2024-03-31,Alaves,Real Sociedad,2023,2024,3,Sunday,-1,0,23,1,12,15,1,0.4,0.8,0.78,1.26,42.0,10.0,3.0,19.42,0.6,0.0,0.2,-0.4,-0.48,0.3,0.0,0.2,5.0,18575.0,Matchweek 30,La Liga,18:30,3
2024-04-14,Alaves,Granada,2023,2024,4,Sunday,-1,0,12,0,12,17,0,0.4,1.0,0.74,1.28,42.6,8.0,2.2,18.56,0.2,0.0,0.2,-0.6,-0.54,0.275,0.0,0.2,4.0,13398.0,Matchweek 31,La Liga,16:15,3
2024-04-21,Alaves,Atletico Madrid,2023,2024,4,Sunday,1,0,3,1,12,6,1,0.2,1.2,0.7,1.1,44.6,7.8,2.6,19.339999999999996,0.0,0.0,0.2,-1.0,-0.40000000000000013,0.33333333333333337,0.0,0.2,3.0,18719.0,Matchweek 32,La Liga,18:30,3
2024-04-27,Alaves,Celta Vigo,2023,2024,4,Saturday,1,0,6,1,12,4,1,0.6,1.0,0.58,1.08,42.0,7.4,2.4,20.639999999999997,0.0,0.0,0.2,-0.4,-0.5000000000000001,0.3243243243243243,0.0,0.4,6.0,18039.0,Matchweek 33,La Liga,18:30,2
2024-05-05,Alaves,Valencia,2023,2024,5,Sunday,1,0,25,0,12,17,0,1.0,1.0,0.9199999999999999,1.0,42.8,8.2,3.2,18.880000000000003,0.0,0.0,0.2,0.0,-0.08000000000000007,0.39024390243902446,0.0,0.4,6.0,44643.0,Matchweek 34,La Liga,18:30,3
2024-05-10,Alaves,Girona,2023,2024,5,Friday,0,0,11,1,12,11,1,1.2,0.6,0.82,0.8400000000000001,43.0,9.8,3.6,18.52,0.0,0.0,0.0,0.6,-0.02000000000000013,0.36734693877551017,0.0,0.6,9.0,17906.0,Matchweek 35,La Liga,21:00,0
2024-05-14,Alaves,Real Madrid,2023,2024,5,Tuesday,-1,0,22,0,12,13,0,1.6,0.8,1.1,1.0,42.0,12.0,5.2,17.32,0.0,0.0,0.0,0.8,0.10000000000000009,0.43333333333333335,0.0,0.6,10.0,68954.0,Matchweek 36,La Liga,21:30,5
2024-05-18,Alaves,Getafe,2023,2024,5,Saturday,1,0,10,1,12,19,1,1.6,1.4,1.3,1.2399999999999998,35.4,14.0,6.6,17.4,0.0,0.0,0.0,0.20000000000000018,0.060000000000000275,0.4714285714285714,0.0,0.6,10.0,18709.0,Matchweek 37,La Liga,21:00,2
2024-05-26,Alaves,Las Palmas,2023,2024,5,Sunday,0,0,14,0,12,11,0,1.4,1.4,1.46,1.1199999999999999,38.6,14.2,6.4,15.280000000000001,0.0,0.0,0.0,0.0,0.3400000000000001,0.45070422535211274,0.0,0.6,10.0,23043.0,Matchweek 38,La Liga,15:15,3
2024-08-16,Alaves,Celta Vigo,2024,2024,8,Friday,-1,0,6,0,12,4,0,1.0,1.6,1.5,1.28,38.0,13.6,5.4,17.279999999999998,0.2,0.0,0.2,-0.6000000000000001,0.21999999999999997,0.3970588235294118,0.0,0.4,8.0,22477.0,Matchweek 1,La Liga,19:00,0
2024-08-25,Alaves,Real Betis,2024,2024,8,Sunday,0,0,21,1,18,11,1,1.0,2.0,1.6600000000000001,1.26,37.0,12.8,5.0,16.2,0.2,0.0,0.2,-1.0,0.40000000000000013,0.390625,0.0,0.2,5.0,16623.0,Matchweek 2,La Liga,19:15,3
2024-08-28,Alaves,Real Sociedad,2024,2024,8,Wednesday,1,0,23,0,12,17,0,0.6,1.6,1.3599999999999999,1.22,37.4,11.0,3.6,17.4,0.2,0.0,0.2,-1.0,0.1399999999999999,0.32727272727272727,0.0,0.2,5.0,32220.0,Matchweek 3,La Liga,21:30,6
2024-09-01,Alaves,Las Palmas,2024,2024,9,Sunday,1,0,14,1,18,18,1,1.0,0.8,1.4200000000000002,0.9199999999999999,41.0,10.0,2.4,16.740000000000002,0.2,0.2,0.4,0.19999999999999996,0.5000000000000002,0.24,0.5,0.4,8.0,16386.0,Matchweek 4,La Liga,17:00,3
2024-09-14,Alaves,Espanyol,2024,2024,9,Saturday,-1,0,9,0,12,17,0,1.2,0.8,1.58,1.0,37.4,11.0,3.0,18.580000000000002,0.4,0.2,0.6,0.3999999999999999,0.5800000000000001,0.2727272727272727,0.33333333333333337,0.4,8.0,24238.0,Matchweek 5,La Liga,16:15,2
2024-09-20,Alaves,Sevilla,2024,2024,9,Friday,1,0,24,1,12,15,1,1.4,1.2,1.46,1.1199999999999999,42.6,12.2,3.6,16.98,0.6,0.2,0.4,0.19999999999999996,0.3400000000000001,0.2950819672131148,0.5,0.4,7.0,16538.0,Matchweek 6,La Liga,21:00,0
2024-09-24,Alaves,Real Madrid,2024,2024,9,Tuesday,-1,0,22,0,18,15,0,1.6,1.0,1.3599999999999999,1.0599999999999998,42.2,12.2,4.0,17.26,0.8,0.2,0.4,0.6000000000000001,0.30000000000000004,0.3278688524590164,0.5,0.6,10.0,67480.0,Matchweek 7,La Liga,21:00,5
2024-09-28,Alaves,Getafe,2024,2024,9,Saturday,-1,0,10,0,12,17,0,2.0,1.6,1.5,1.02,41.0,13.6,4.4,17.48,0.8,0.2,0.4,0.3999999999999999,0.48,0.3235294117647059,0.5,0.6,9.0,10006.0,Matchweek 8,La Liga,14:00,2
2024-10-06,Alaves,Barcelona,2024,2024,10,Sunday,-1,0,4,1,12,11,1,1.6,1.8,1.2799999999999998,1.2399999999999998,42.4,12.8,3.8,17.36,0.8,0.0,0.2,-0.19999999999999996,0.040000000000000036,0.29687499999999994,0.0,0.4,6.0,19468.0,Matchweek 9,La Liga,16:15,3
2024-10-18,Alaves,Valladolid,2024,2024,10,Friday,-1,0,26,1,12,17,1,1.2,2.4,1.02,1.64,42.2,12.2,3.2,17.139999999999997,0.6,0.0,0.0,-1.2,-0.6199999999999999,0.26229508196721313,0.0,0.2,3.0,16904.0,Matchweek 10,La Liga,21:00,0
2024-10-26,Alaves,Rayo Vallecano,2024,2024,10,Saturday,-1,0,20,0,21,17,0,1.2,2.4,0.74,1.8,42.4,10.4,2.8,18.240000000000002,0.4,0.0,0.0,-1.2,-1.06,0.2692307692307692,0.0,0.2,3.0,13010.0,Matchweek 11,La Liga,16:15,2
2024-11-01,Alaves,Mallorca,2024,2024,11,Friday,1,0,17,1,12,11,1,0.8,2.4,0.7,2.08,45.2,11.4,3.4,19.020000000000003,0.2,0.0,0.0,-1.5999999999999999,-1.3800000000000001,0.2982456140350877,0.0,0.0,0.0,17212.0,Matchweek 12,La Liga,21:00,0
2024-11-09,Alaves,Villarreal,2024,2024,11,Saturday,-1,0,27,0,12,17,0,0.6,1.8,0.74,1.92,49.0,11.6,3.4,18.34,0.2,0.0,0.0,-1.2000000000000002,-1.18,0.29310344827586204,0.0,0.2,3.0,17659.0,Matchweek 13,La Liga,16:15,2
2024-11-23,Alaves,Atletico Madrid,2024,2024,11,Saturday,-1,0,3,0,12,17,0,0.6,2.0,0.74,1.8,45.8,11.6,3.8,18.5,0.2,0.0,0.0,-1.4,-1.06,0.3275862068965517,0.0,0.2,3.0,58910.0,Matchweek 14,La Liga,16:15,2
2024-11-30,Alaves,Leganes,2024,2024,11,Saturday,0,0,15,1,16,11,1,0.8,1.8,0.78,1.5799999999999998,46.0,10.0,3.4,21.4,0.2,0.2,0.2,-1.0,-0.7999999999999998,0.33999999999999997,1.0,0.2,3.0,16881.0,Matchweek 15,La Liga,16:15,2
2024-12-08,Alaves,Osasuna,2024,2024,12,Sunday,0,0,18,0,17,11,0,0.6,1.4,0.9,1.28,45.6,11.6,4.0,20.98,0.0,0.2,0.2,-0.7999999999999999,-0.38,0.3448275862068966,1.0,0.2,4.0,18220.0,Matchweek 16,La Liga,18:30,3
2024-12-15,Alaves,Athletic Club,2024,2024,12,Sunday,0,0,2,1,12,11,1,1.0,1.6,0.9800000000000001,1.26,43.8,9.8,3.2,20.080000000000002,0.2,0.2,0.2,-0.6000000000000001,-0.2799999999999999,0.32653061224489793,1.0,0.2,5.0,19239.0,Matchweek 17,La Liga,16:15,3
2024-12-22,Alaves,Valencia,2024,2024,12,Sunday,0,0,25,0,21,11,0,1.0,1.8,0.9400000000000001,1.3,44.0,8.4,3.2,20.12,0.2,0.2,0.2,-0.8,-0.36,0.38095238095238093,1.0,0.0,3.0,37586.0,Matchweek 18,La Liga,14:00,3
2025-01-11,Alaves,Girona,2024,2025,1,Saturday,-1,0,11,1,18,16,1,1.4,1.6,1.1600000000000001,1.3,44.0,8.6,3.0,20.28,0.4,0.4,0.4,-0.20000000000000018,-0.1399999999999999,0.3488372093023256,1.0,0.0,4.0,16454.0,Matchweek 19,La Liga,14:00,2
2025-01-18,Alaves,Real Betis,2024,2025,1,Saturday,1,0,21,0,12,11,0,1.2,1.4,1.24,1.08,46.6,10.2,3.4,17.42,0.4,0.2,0.2,-0.19999999999999996,0.15999999999999992,0.33333333333333337,1.0,0.0,4.0,50021.0,Matchweek 20,La Liga,18:30,2
2025-01-27,Alaves,Celta Vigo,2024,2025,1,Monday,0,0,6,1,12,4,1,1.6,1.4,1.3199999999999998,1.0,44.6,8.2,2.8,17.8,0.4,0.4,0.4,0.20000000000000018,0.31999999999999984,0.34146341463414637,1.0,0.2,6.0,13612.0,Matchweek 21,La Liga,21:00,1
2025-02-02,Alaves,Barcelona,2024,2025,2,Sunday,-1,0,4,0,12,15,0,1.4,1.2,1.24,0.6599999999999999,46.4,7.4,2.2,18.82,0.2,0.6,0.6,0.19999999999999996,0.5800000000000001,0.2972972972972973,1.0,0.2,6.0,42900.0,Matchweek 22,La Liga,14:00,3
2025-02-09,Alaves,Getafe,2024,2025,2,Sunday,-1,0,10,1,11,17,1,1.2,1.2,1.08,0.72,42.2,6.8,1.6,19.74,0.2,0.6,0.6,0.0,0.3600000000000001,0.23529411764705885,1.0,0.2,5.0,16236.0,Matchweek 23,La Liga,14:00,3
2025-02-15,Alaves,Leganes,2024,2025,2,Saturday,0,0,15,0,12,11,0,0.8,1.0,1.04,0.6,47.6,7.2,2.0,18.240000000000002,0.0,0.4,0.4,-0.19999999999999996,0.44000000000000006,0.2777777777777778,1.0,0.2,4.0,10681.0,Matchweek 24,La Liga,14:00,2
2025-02-22,Alaves,Espanyol,2024,2025,2,Saturday,-1,0,9,1,18,11,1,1.4,1.4,1.1199999999999999,0.86,50.4,8.0,2.8,18.4,0.0,0.6,0.6,0.0,0.2599999999999999,0.35,1.0,0.2,5.0,17068.0,Matchweek 25,La Liga,14:00,2
2025-03-02,Alaves,Mallorca,2024,2025,3,Sunday,0,0,17,0,18,17,0,0.8,1.4,1.1800000000000002,0.8400000000000001,52.8,9.4,2.8,17.72,0.4,0.4,0.4,-0.5999999999999999,0.3400000000000001,0.2978723404255319,1.0,0.0,2.0,17702.0,Matchweek 26,La Liga,18:30,3
